,title_org,title_new,first_name_org,last_name_org,first_name_new,last_name_new,cleaning case,file_loc,org_index
0,,,Henry Wisner & Co,nan,Henry,Wisner,2,liquidated_debt_certificates_NY.xlsx,491
1,,,Henry Wisner & Co,nan,Henry,Wisner,2,liquidated_debt_certificates_NY.xlsx,492
2,,,Henry Wisner & Co,nan,Henry,Wisner,2,liquidated_debt_certificates_NY.xlsx,493
3,,,Henry Wisner & Co,nan,Henry,Wisner,2,liquidated_debt_certificates_NY.xlsx,494
4,,,Henry Wisner & Co,nan,Henry,Wisner,2,liquidated_debt_certificates_NY.xlsx,495
5,,,Henry Wisner & Co,nan,Henry,Wisner,2,liquidated_debt_certificates_NY.xlsx,496
6,,,Henry Wisner & Co,nan,Henry,Wisner,2,liquidated_debt_certificates_NY.xlsx,497
7,,,Henry Wisner & Co,nan,Henry,Wisner,2,liquidated_debt_certificates_NY.xlsx,498
8,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,731
9,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,732
10,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,733
11,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,734
12,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,735
13,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,736
14,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,737
15,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,738
16,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,739
17,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,740
18,,,James Vernon & Co,nan,James,Vernon,2,liquidated_debt_certificates_NY.xlsx,741
19,,,John Taylor & Co,nan,John,Taylor,2,liquidated_debt_certificates_NY.xlsx,742
20,,,John Taylor & Co,nan,John,Taylor,2,liquidated_debt_certificates_NY.xlsx,743
21,,,John Taylor & Co,nan,John,Taylor,2,liquidated_debt_certificates_NY.xlsx,744
22,,,John Taylor & Co,nan,John,Taylor,2,liquidated_debt_certificates_NY.xlsx,745
23,,,John Taylor & Co,nan,John,Taylor,2,liquidated_debt_certificates_NY.xlsx,746
24,,,John Taylor & Co,nan,John,Taylor,2,liquidated_debt_certificates_NY.xlsx,747
25,,,John Taylor & Co,nan,John,Taylor,2,liquidated_debt_certificates_NY.xlsx,748
26,,,John Taylor & Co,nan,John,Taylor,2,liquidated_debt_certificates_NY.xlsx,749
27,,,John Taylor & Co,nan,John,Taylor,2,liquidated_debt_certificates_NY.xlsx,750
28,,,John Taylor & Co,nan,John,Taylor,2,liquidated_debt_certificates_NY.xlsx,751
29,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,752
30,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,753
31,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,754
32,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,755
33,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,756
34,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,757
35,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,758
36,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,759
37,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,760
38,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,761
39,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,762
40,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,763
41,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,764
42,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,777
43,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,778
44,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,779
45,,,James Satta & Co,nan,James,Satta,2,liquidated_debt_certificates_NY.xlsx,804
46,,,Daniel Hudson & Co,nan,Daniel,Hudson,2,liquidated_debt_certificates_NY.xlsx,951
47,,,Lewis Dubois & Co,nan,Lewis,Dubois,2,liquidated_debt_certificates_NY.xlsx,1019
48,,,Isaac Lefever & Co,nan,Isaac,Lefever,2,liquidated_debt_certificates_NY.xlsx,1020
49,,,Benjamin Frier & Co,nan,Benjamin,Frier,2,liquidated_debt_certificates_NY.xlsx,1021
50,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,1730
51,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,1731
52,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,1732
53,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,1733
54,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,1734
55,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,1735
56,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,1736
57,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,1737
58,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,1738
59,,,Cornelius Glen & Co,nan,Cornelius,Glen,2,liquidated_debt_certificates_NY.xlsx,1739
60,,,Thomas Sickels & Co,nan,Thomas,Sickels,2,liquidated_debt_certificates_NY.xlsx,1740
61,,,Eli Arnold & co,nan,Eli,Arnold,2,liquidated_debt_certificates_NY.xlsx,1844
62,,,Cornelius Wendell & co,nan,Cornelius,Wendell,2,liquidated_debt_certificates_NY.xlsx,1964
63,,,Henry Mc Clellen & Henry & co,nan,Henry,Mc clellen | henry,2,liquidated_debt_certificates_NY.xlsx,1965
64,,,Henry Mc Clellen & Henry & co,nan,Henry,Mc clellen | henry,2,liquidated_debt_certificates_NY.xlsx,1966
65,,,Henry Mc Clellen & Henry & co,nan,Henry,Mc clellen | henry,2,liquidated_debt_certificates_NY.xlsx,1967
66,,,Henry Mc Clellen & Henry & co,nan,Henry,Mc clellen | henry,2,liquidated_debt_certificates_NY.xlsx,1968
67,,,Richard Lush & co,nan,Richard,Lush,2,liquidated_debt_certificates_NY.xlsx,1970
68,,,Abraham Eights & co,nan,Abraham,Eights,2,liquidated_debt_certificates_NY.xlsx,2219
69,,,Abraham Eights & co,nan,Abraham,Eights,2,liquidated_debt_certificates_NY.xlsx,2220
70,,,Abraham Eights & co,nan,Abraham,Eights,2,liquidated_debt_certificates_NY.xlsx,2221
71,,,Cuyler Gansevoort & Co,nan,Cuyler,Gansevoort,2,liquidated_debt_certificates_NY.xlsx,2245
72,,,John Roff & Co,nan,John,Roff,2,liquidated_debt_certificates_NY.xlsx,2374
73,,,James Mc Farlane & others,nan,James,Mc Farlane,2,liquidated_debt_certificates_NY.xlsx,3594
74,,,Abraham Lansing & Co,nan,Abraham,Lansing,2,liquidated_debt_certificates_NY.xlsx,3705
75,,,Abraham Lansing & Co,nan,Abraham,Lansing,2,liquidated_debt_certificates_NY.xlsx,3706
76,,,Jacob Thomas & Co,nan,Jacob,Thomas,2,liquidated_debt_certificates_NY.xlsx,3888
77,,,Staats Van Santvoort & others,nan,Staats,Van Santvoort,2,liquidated_debt_certificates_NY.xlsx,3902
78,,,Teunis Vischer & Co,nan,Teunis,Vischer,2,liquidated_debt_certificates_NY.xlsx,3907
79,,,Jacob Bogart & others,nan,Jacob,Bogart,2,liquidated_debt_certificates_NY.xlsx,4123
80,,,Thomas Danforth & Co,nan,Thomas,Danforth,2,liquidated_debt_certificates_NY.xlsx,4209
81,,,Peter Cooley & Others,nan,Peter,Cooley,2,liquidated_debt_certificates_NY.xlsx,4249
82,,,Peter Cooley & Others,nan,Peter,Cooley,2,liquidated_debt_certificates_NY.xlsx,4250
83,,,John Coney & Others,nan,John,Coney,2,liquidated_debt_certificates_NY.xlsx,4254
84,,,Elijah Carpenter & others,nan,Elijah,Carpenter,2,liquidated_debt_certificates_NY.xlsx,4618
85,,,Samuel Smith & Co,nan,Samuel,Smith,2,liquidated_debt_certificates_NY.xlsx,4653
86,,,Anthony Egberts & Co,nan,Anthony,Egberts,2,liquidated_debt_certificates_NY.xlsx,5068
87,,,Daniel Hudson & Co,nan,Daniel,Hudson,2,liquidated_debt_certificates_NY.xlsx,5564
88,,,Alexander Church & Co,nan,Alexander,Church,2,liquidated_debt_certificates_NY.xlsx,6227
89,,,Alexander Church & Co,nan,Alexander,Church,2,liquidated_debt_certificates_NY.xlsx,6246
90,,,John Pinkney & Others,nan,John,Pinkney,2,liquidated_debt_certificates_NY.xlsx,6377
91,,,John Fisher & Others,nan,John,Fisher,2,liquidated_debt_certificates_NY.xlsx,6414
92,,,Samuel Horton & Others,nan,Samuel,Horton,2,liquidated_debt_certificates_NY.xlsx,6415
93,,,Seth Stoddard & Others,nan,Seth,Stoddard,2,liquidated_debt_certificates_NY.xlsx,6573
94,,,Seth Stoddard & Others,nan,Seth,Stoddard,2,liquidated_debt_certificates_NY.xlsx,6574
95,,,William Ball & Others,nan,William,Ball,2,liquidated_debt_certificates_NY.xlsx,6575
96,,,Jacob Cummins & Co,nan,Jacob,Cummins,2,liquidated_debt_certificates_NY.xlsx,6693
97,,,Isaac Rosevelt & Co,nan,Isaac,Rosevelt,2,liquidated_debt_certificates_NY.xlsx,6716
98,,,John Nisbit & others,nan,John,Nisbit,2,liquidated_debt_certificates_NY.xlsx,6774
99,,,Henry Rogers & Others,nan,Henry,Rogers,2,liquidated_debt_certificates_NY.xlsx,6980
100,,,William Cooper & Others,nan,William,Cooper,2,liquidated_debt_certificates_NY.xlsx,6981
101,,,Joseph Tilton & Others,nan,Joseph,Tilton,2,liquidated_debt_certificates_NY.xlsx,6982
102,,,Reuben Coutts & others,nan,Reuben,Coutts,2,liquidated_debt_certificates_NY.xlsx,7004
103,,,Reuben Coutts & others,nan,Reuben,Coutts,2,liquidated_debt_certificates_NY.xlsx,7005
104,,,Reuben Coutts & others,nan,Reuben,Coutts,2,liquidated_debt_certificates_NY.xlsx,7006
105,,,Robert Dunlap & Others,nan,Robert,Dunlap,2,liquidated_debt_certificates_NY.xlsx,7035
106,,,William Sloan & Others,nan,William,Sloan,2,liquidated_debt_certificates_NY.xlsx,7036
107,,,Hugh Mitchell & Others,nan,Hugh,Mitchell,2,liquidated_debt_certificates_NY.xlsx,7049
108,,,William Erskine & Others,nan,William,Erskine,2,liquidated_debt_certificates_NY.xlsx,7061
109,,,John Smith & Others,nan,John,Smith,2,liquidated_debt_certificates_NY.xlsx,7064
110,,,Daniel Williams & Others,nan,Daniel,Williams,2,liquidated_debt_certificates_NY.xlsx,7097
111,,,William Parson & Others,nan,William,Parson,2,liquidated_debt_certificates_NY.xlsx,7101
112,,,Elihu Phelps & Others,nan,Elihu,Phelps,2,liquidated_debt_certificates_NY.xlsx,7258
113,,,James Williams & Several Others,nan,James,Williams,2,liquidated_debt_certificates_NY.xlsx,7259
114,,,Jonas Williams & Others,nan,Jonas,Williams,2,liquidated_debt_certificates_NY.xlsx,7261
115,,,Samuel Tufts & co,nan,Samuel,Tufts,2,liquidated_debt_certificates_MA.xlsx,1050
116,,,Ephraim Wheeler & co,nan,Ephraim,Wheeler,2,liquidated_debt_certificates_MA.xlsx,1121
117,,,James Bayley & Co,nan,James,Bayley,2,liquidated_debt_certificates_MA.xlsx,1137
118,,,Thomas Sandford & Co,nan,Thomas,Sandford,2,liquidated_debt_certificates_MA.xlsx,1147
119,,,John Chamberton & Co,nan,John,Chamberton,2,liquidated_debt_certificates_MA.xlsx,1291
120,,,James Glenn and Co,nan,James,Glenn,2,liquidated_debt_certificates_DE.xlsx,60
121,,,Glenn McClay and Co,nan,Glenn,Mcclay,2,liquidated_debt_certificates_DE.xlsx,62
122,,,Whitehead Jones and Co,nan,Whitehead,Jones,2,liquidated_debt_certificates_DE.xlsx,313
123,,,William Sharpley and Co,nan,William,Sharpley,2,liquidated_debt_certificates_DE.xlsx,346
124,,,William Sharpley and Co,nan,William,Sharpley,2,liquidated_debt_certificates_DE.xlsx,347
125,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,367
126,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,368
127,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,369
128,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,370
129,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,371
130,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,372
131,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,373
132,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,374
133,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,375
134,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,376
135,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,377
136,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,378
137,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,379
138,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,380
139,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,381
140,,,James Glenn and Co,nan,James,Glenn,2,liquidated_debt_certificates_DE.xlsx,60
141,,,Glenn McClay and Co,nan,Glenn,Mcclay,2,liquidated_debt_certificates_DE.xlsx,62
142,,,Whitehead Jones and Co,nan,Whitehead,Jones,2,liquidated_debt_certificates_DE.xlsx,313
143,,,William Sharpley and Co,nan,William,Sharpley,2,liquidated_debt_certificates_DE.xlsx,346
144,,,William Sharpley and Co,nan,William,Sharpley,2,liquidated_debt_certificates_DE.xlsx,347
145,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,367
146,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,368
147,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,369
148,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,370
149,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,371
150,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,372
151,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,373
152,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,374
153,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,375
154,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,376
155,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,377
156,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,378
157,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,379
158,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,380
159,,,James Simpson and Co,nan,James,Simpson,2,liquidated_debt_certificates_DE.xlsx,381
160,,,Burner Murray and Co,nan,Burner,Murray,2,liquidated_debt_certificates_PA_stelle.xlsx,24
161,,,Burner Murray and Co,nan,Burner,Murray,2,liquidated_debt_certificates_PA_stelle.xlsx,25
162,,,Burner Murray and Co,nan,Burner,Murray,2,liquidated_debt_certificates_PA_stelle.xlsx,26
163,,,Burner Murray and Co,nan,Burner,Murray,2,liquidated_debt_certificates_PA_stelle.xlsx,27
164,,,Jones Layden and Co,nan,Jones,Layden,2,liquidated_debt_certificates_PA_stelle.xlsx,684
165,,,Jones Layden and Co,nan,Jones,Layden,2,liquidated_debt_certificates_PA_stelle.xlsx,685
166,,,John Messenhop and Co,nan,John,Messenhop,2,liquidated_debt_certificates_PA_stelle.xlsx,3394
167,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,39829
168,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,39830
169,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,39832
170,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,39833
171,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,39834
172,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,39835
173,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,39836
174,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,39837
175,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,39844
176,,,Margarett Grant herself and heirs,nan,Margarett,Grant Herself,2,loan_office_certificates_9_states.xlsx,40272
177,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,41261
178,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,41262
179,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,41263
180,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,41264
181,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,41269
182,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,47931
183,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,47932
184,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,47933
185,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,47934
186,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,47935
187,,,Jn M Nesbitt and Co.,nan,Jn,M Nesbitt,2,loan_office_certificates_9_states.xlsx,48255
188,,,Jn M Nesbitt and Co.,nan,Jn,M Nesbitt,2,loan_office_certificates_9_states.xlsx,48256
189,,,Jn M Nesbitt and Co.,nan,Jn,M Nesbitt,2,loan_office_certificates_9_states.xlsx,48257
190,,,Jn M Nesbitt and Co.,nan,Jn,M Nesbitt,2,loan_office_certificates_9_states.xlsx,48258
191,,,Jn M Nesbitt and Co.,nan,Jn,M Nesbitt,2,loan_office_certificates_9_states.xlsx,48259
192,,,Jn M Nesbitt and Co.,nan,Jn,M Nesbitt,2,loan_office_certificates_9_states.xlsx,48260
193,,,Jn M Nesbitt and Co.,nan,Jn,M Nesbitt,2,loan_office_certificates_9_states.xlsx,48261
194,,,Jn M Nesbitt and Co.,nan,Jn,M Nesbitt,2,loan_office_certificates_9_states.xlsx,48262
195,,,Jn M Nesbitt and Co.,nan,Jn,M Nesbitt,2,loan_office_certificates_9_states.xlsx,48263
196,,,J M Nesbett and Co.,nan,J,M Nesbett,2,loan_office_certificates_9_states.xlsx,48319
197,,,J M Nesbett and Co.,nan,J,M Nesbett,2,loan_office_certificates_9_states.xlsx,48320
198,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,48622
199,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,48623
200,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,48624
201,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,48640
202,,,Guert Hp Durant and Co.,nan,Guert,Hp Durant,2,loan_office_certificates_9_states.xlsx,49153
203,,,Guert Hp Durant and Co.,nan,Guert,Hp Durant,2,loan_office_certificates_9_states.xlsx,49154
204,,,Guert Hp Durant and Co.,nan,Guert,Hp Durant,2,loan_office_certificates_9_states.xlsx,49155
205,,,Guert Hp Durant and Co.,nan,Guert,Hp Durant,2,loan_office_certificates_9_states.xlsx,49156
206,,,Guert Hp Durant and Co.,nan,Guert,Hp Durant,2,loan_office_certificates_9_states.xlsx,49157
207,,,Guert Hp Durant and Co.,nan,Guert,Hp Durant,2,loan_office_certificates_9_states.xlsx,49196
208,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,49786
209,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,49787
210,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,49788
211,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,50582
212,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,50583
213,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,50584
214,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,50601
215,,,Corporation for relief of poor and distressed presbyterian ministers,nan,Corporation for relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,51959
216,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,56157
217,,,Corporation for the Relief of Poor and Distressed Presbyterian Ministers,nan,Corporation for the relief of poor and distressed presbyterian ministers,Nan,2,loan_office_certificates_9_states.xlsx,56327
218,,,Guert Hp Durant and Co.,nan,Guert,Hp Durant,2,loan_office_certificates_9_states.xlsx,57059
219,,,Guert Hp Durant and Co.,nan,Guert,Hp Durant,2,loan_office_certificates_9_states.xlsx,57063
220,,,Guert Hp Durant and Co.,nan,Guert,Hp Durant,2,loan_office_certificates_9_states.xlsx,57065
221,,,Bunner Murrag and Co.,nan,Bunner,Murrag,2,loan_office_certificates_9_states.xlsx,57170
222,,,Bunner Murrag and Co.,nan,Bunner,Murrag,2,loan_office_certificates_9_states.xlsx,57171
223,,,Bunner Murrag and Co.,nan,Bunner,Murrag,2,loan_office_certificates_9_states.xlsx,57178
224,,,Bunner Murrag and Co.,nan,Bunner,Murrag,2,loan_office_certificates_9_states.xlsx,57179
225,,,Bunner Murrag and Co.,nan,Bunner,Murrag,2,loan_office_certificates_9_states.xlsx,57180
226,,,William Allison Ex. Of Mat Mease and Co.,nan,William,Allison,2,loan_office_certificates_9_states.xlsx,57634
227,,,William Allison Ex. Of Mat Mease and Co.,nan,William,Allison,2,loan_office_certificates_9_states.xlsx,57635
228,,,Paris Brothers and co.,nan,Paris,Brothers,2,loan_office_certificates_9_states.xlsx,59390
229,,,Paris Brothers and co.,nan,Paris,Brothers,2,loan_office_certificates_9_states.xlsx,59391
230,,,Paris Beith and Co,nan,Paris,Beith,2,loan_office_certificates_9_states.xlsx,59410
231,,,Paris Beith and Co,nan,Paris,Beith,2,loan_office_certificates_9_states.xlsx,59411
232,,,Paris Beith and Co,nan,Paris,Beith,2,loan_office_certificates_9_states.xlsx,59412
233,,,Paris Beith and Co,nan,Paris,Beith,2,loan_office_certificates_9_states.xlsx,59413
234,,,Paris Beith and Co,nan,Paris,Beith,2,loan_office_certificates_9_states.xlsx,59414
235,,,Paris Beith and Co,nan,Paris,Beith,2,loan_office_certificates_9_states.xlsx,59415
236,,,Paris Beith and Co,nan,Paris,Beith,2,loan_office_certificates_9_states.xlsx,59416
237,,,Paris Beith and Co,nan,Paris,Beith,2,loan_office_certificates_9_states.xlsx,59417
238,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59453
239,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59454
240,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59455
241,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59456
242,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59457
243,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59458
244,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59459
245,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59460
246,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59461
247,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59462
248,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59463
249,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59464
250,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59465
251,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59466
252,,,Le Sage and Co.,nan,Le,Sage,2,loan_office_certificates_9_states.xlsx,59467
